,country,year,sex,age,suicides_no,population,suicides/100k pop, gdp_for_year ($) ,gdp_per_capita ($),generation,continent
23962,Sri Lanka,1999,male,55-74 years,683,968940,70.49,"15,656,327,860",920,Silent,North America
23963,Sri Lanka,1999,male,25-34 years,997,1481693,67.29,"15,656,327,860",920,Generation X,North America
23964,Sri Lanka,1999,male,15-24 years,765,1805721,42.37,"15,656,327,860",920,Generation X,North America
23965,Sri Lanka,1999,female,15-24 years,536,1767426,30.33,"15,656,327,860",920,Generation X,North America
23966,Sri Lanka,1999,female,75+ years,49,208739,23.47,"15,656,327,860",920,G.I. Generation,North America
23967,Sri Lanka,1999,female,25-34 years,303,1501778,20.18,"15,656,327,860",920,Generation X,North America
23968,Sri Lanka,1999,female,35-54 years,304,2334618,13.02,"15,656,327,860",920,Boomers,North America
23969,Sri Lanka,1999,female,55-74 years,121,1035715,11.68,"15,656,327,860",920,Silent,North America
23970,Sri Lanka,1999,female,5-14 years,35,1684408,2.08,"15,656,327,860",920,Millenials,North America
23971,Sri Lanka,1999,male,5-14 years,35,1751332,2.0,"15,656,327,860",920,Millenials,North America
23972,Sri Lanka,2000,male,75+ years,200,196877,101.59,"16,330,814,180",953,G.I. Generation,North America
23973,Sri Lanka,2000,male,55-74 years,729,999107,72.97,"16,330,814,180",953,Silent,North America
23974,Sri Lanka,2000,male,35-54 years,1521,2331906,65.23,"16,330,814,180",953,Boomers,North America
23975,Sri Lanka,2000,male,25-34 years,873,1464384,59.62,"16,330,814,180",953,Generation X,North America
23976,Sri Lanka,2000,male,15-24 years,615,1815183,33.88,"16,330,814,180",953,Generation X,North America
23977,Sri Lanka,2000,female,15-24 years,504,1776940,28.36,"16,330,814,180",953,Generation X,North America
23978,Sri Lanka,2000,female,25-34 years,288,1495529,19.26,"16,330,814,180",953,Generation X,North America
23979,Sri Lanka,2000,female,75+ years,40,210936,18.96,"16,330,814,180",953,G.I. Generation,North America
23980,Sri Lanka,2000,female,35-54 years,309,2394085,12.91,"16,330,814,180",953,Boomers,North America
23981,Sri Lanka,2000,female,55-74 years,125,1072256,11.66,"16,330,814,180",953,Silent,North America
23982,Sri Lanka,2000,female,5-14 years,27,1659830,1.63,"16,330,814,180",953,Millenials,North America
23983,Sri Lanka,2000,male,5-14 years,21,1723309,1.22,"16,330,814,180",953,Millenials,North America
23984,Sri Lanka,2001,male,75+ years,162,204801,79.1,"15,749,753,805",912,Silent,North America
23985,Sri Lanka,2001,male,55-74 years,671,1025106,65.46,"15,749,753,805",912,Silent,North America
23986,Sri Lanka,2001,male,35-54 years,1468,2362538,62.14,"15,749,753,805",912,Boomers,North America
23987,Sri Lanka,2001,male,25-34 years,755,1469938,51.36,"15,749,753,805",912,Generation X,North America
23988,Sri Lanka,2001,male,15-24 years,508,1811743,28.04,"15,749,753,805",912,Millenials,North America
23989,Sri Lanka,2001,female,15-24 years,394,1778830,22.15,"15,749,753,805",912,Millenials,North America
23990,Sri Lanka,2001,female,25-34 years,224,1503451,14.9,"15,749,753,805",912,Generation X,North America
23991,Sri Lanka,2001,female,75+ years,31,222745,13.92,"15,749,753,805",912,Silent,North America
23992,Sri Lanka,2001,female,35-54 years,244,2437630,10.01,"15,749,753,805",912,Boomers,North America
23993,Sri Lanka,2001,female,55-74 years,100,1109859,9.01,"15,749,753,805",912,Silent,North America
23994,Sri Lanka,2001,male,5-14 years,18,1699714,1.06,"15,749,753,805",912,Millenials,North America
23995,Sri Lanka,2001,female,5-14 years,15,1640606,0.91,"15,749,753,805",912,Millenials,North America
23996,Sri Lanka,2002,male,75+ years,165,211446,78.03,"16,536,535,647",951,Silent,North America
23997,Sri Lanka,2002,male,35-54 years,1476,2389646,61.77,"16,536,535,647",951,Boomers,North America
23998,Sri Lanka,2002,male,55-74 years,641,1055685,60.72,"16,536,535,647",951,Silent,North America
23999,Sri Lanka,2002,male,25-34 years,639,1478000,43.23,"16,536,535,647",951,Generation X,North America
24000,Sri Lanka,2002,male,15-24 years,520,1799884,28.89,"16,536,535,647",951,Millenials,North America
24001,Sri Lanka,2002,female,15-24 years,335,1772766,18.9,"16,536,535,647",951,Millenials,North America
24002,Sri Lanka,2002,female,25-34 years,213,1514774,14.06,"16,536,535,647",951,Generation X,North America
24003,Sri Lanka,2002,female,75+ years,31,234216,13.24,"16,536,535,647",951,Silent,North America
24004,Sri Lanka,2002,female,55-74 years,106,1153099,9.19,"16,536,535,647",951,Silent,North America
24005,Sri Lanka,2002,female,35-54 years,204,2477980,8.23,"16,536,535,647",951,Boomers,North America
24006,Sri Lanka,2002,female,5-14 years,28,1626383,1.72,"16,536,535,647",951,Millenials,North America
24007,Sri Lanka,2002,male,5-14 years,24,1682076,1.43,"16,536,535,647",951,Millenials,North America
24008,Sri Lanka,2003,male,75+ years,190,216549,87.74,"18,881,765,437",1077,Silent,North America
24009,Sri Lanka,2003,male,55-74 years,690,1089743,63.32,"18,881,765,437",1077,Silent,North America
24010,Sri Lanka,2003,male,35-54 years,1483,2413016,61.46,"18,881,765,437",1077,Boomers,North America
24011,Sri Lanka,2003,male,25-34 years,650,1488285,43.67,"18,881,765,437",1077,Generation X,North America
24012,Sri Lanka,2003,male,15-24 years,509,1781707,28.57,"18,881,765,437",1077,Millenials,North America
24013,Sri Lanka,2003,female,15-24 years,358,1760232,20.34,"18,881,765,437",1077,Millenials,North America
24014,Sri Lanka,2003,female,75+ years,38,245223,15.5,"18,881,765,437",1077,Silent,North America
24015,Sri Lanka,2003,female,25-34 years,186,1529565,12.16,"18,881,765,437",1077,Generation X,North America
24016,Sri Lanka,2003,female,55-74 years,111,1200816,9.24,"18,881,765,437",1077,Silent,North America
24017,Sri Lanka,2003,female,35-54 years,218,2514643,8.67,"18,881,765,437",1077,Boomers,North America
24018,Sri Lanka,2003,female,5-14 years,23,1615933,1.42,"18,881,765,437",1077,Millenials,North America
24019,Sri Lanka,2003,male,5-14 years,11,1668884,0.66,"18,881,765,437",1077,Millenials,North America
24020,Sri Lanka,2006,male,75+ years,211,224927,93.81,"28,267,410,543",1580,Silent,North America
24021,Sri Lanka,2006,male,55-74 years,649,1187973,54.63,"28,267,410,543",1580,Silent,North America
24022,Sri Lanka,2006,male,35-54 years,1246,2465505,50.54,"28,267,410,543",1580,Boomers,North America
24023,Sri Lanka,2006,male,25-34 years,573,1541529,37.17,"28,267,410,543",1580,Generation X,North America
24024,Sri Lanka,2006,male,15-24 years,423,1697398,24.92,"28,267,410,543",1580,Millenials,North America
24025,Sri Lanka,2006,female,15-24 years,333,1699144,19.6,"28,267,410,543",1580,Millenials,North America
24026,Sri Lanka,2006,female,75+ years,51,276505,18.44,"28,267,410,543",1580,Silent,North America
24027,Sri Lanka,2006,female,25-34 years,194,1594072,12.17,"28,267,410,543",1580,Generation X,North America
24028,Sri Lanka,2006,female,55-74 years,111,1344897,8.25,"28,267,410,543",1580,Silent,North America
24029,Sri Lanka,2006,female,35-54 years,198,2603293,7.61,"28,267,410,543",1580,Boomers,North America
24030,Sri Lanka,2006,male,5-14 years,15,1650300,0.91,"28,267,410,543",1580,Millenials,North America
24031,Sri Lanka,2006,female,5-14 years,11,1606015,0.68,"28,267,410,543",1580,Millenials,North America
24032,Suriname,1985,male,35-54 years,20,20500,97.56,"873,250,000",2706,Silent,North America
24033,Suriname,1985,male,75+ years,2,2200,90.91,"873,250,000",2706,G.I. Generation,North America
24034,Suriname,1985,male,25-34 years,11,16100,68.32,"873,250,000",2706,Boomers,North America
24035,Suriname,1985,male,55-74 years,6,11700,51.28,"873,250,000",2706,G.I. Generation,North America
24036,Suriname,1985,female,75+ years,2,4200,47.62,"873,250,000",2706,G.I. Generation,North America
24037,Suriname,1985,female,55-74 years,5,15000,33.33,"873,250,000",2706,G.I. Generation,North America
24038,Suriname,1985,male,15-24 years,17,53700,31.66,"873,250,000",2706,Generation X,North America
24039,Suriname,1985,female,35-54 years,7,22600,30.97,"873,250,000",2706,Silent,North America
24040,Suriname,1985,female,15-24 years,7,51400,13.62,"873,250,000",2706,Generation X,North America
24041,Suriname,1985,male,5-14 years,2,54600,3.66,"873,250,000",2706,Generation X,North America
24042,Suriname,1985,female,5-14 years,1,52400,1.91,"873,250,000",2706,Generation X,North America
24043,Suriname,1985,female,25-34 years,0,18300,0.0,"873,250,000",2706,Boomers,North America
24044,Suriname,1986,male,75+ years,2,2867,69.76,"891,000,000",2731,G.I. Generation,North America
24045,Suriname,1986,male,15-24 years,13,43404,29.95,"891,000,000",2731,Generation X,North America
24046,Suriname,1986,female,75+ years,1,3737,26.76,"891,000,000",2731,G.I. Generation,North America
24047,Suriname,1986,male,35-54 years,7,32808,21.34,"891,000,000",2731,Silent,North America
24048,Suriname,1986,male,25-34 years,6,29250,20.51,"891,000,000",2731,Boomers,North America
24049,Suriname,1986,female,15-24 years,6,40116,14.96,"891,000,000",2731,Generation X,North America
24050,Suriname,1986,male,55-74 years,2,15344,13.03,"891,000,000",2731,G.I. Generation,North America
24051,Suriname,1986,female,25-34 years,2,28111,7.11,"891,000,000",2731,Boomers,North America
24052,Suriname,1986,female,35-54 years,2,33022,6.06,"891,000,000",2731,Silent,North America
24053,Suriname,1986,female,5-14 years,1,39865,2.51,"891,000,000",2731,Generation X,North America
24054,Suriname,1986,female,55-74 years,0,15921,0.0,"891,000,000",2731,G.I. Generation,North America
24055,Suriname,1986,male,5-14 years,0,41849,0.0,"891,000,000",2731,Generation X,North America
24056,Suriname,1987,male,75+ years,2,2919,68.52,"979,850,000",2951,G.I. Generation,North America
24057,Suriname,1987,male,25-34 years,13,30977,41.97,"979,850,000",2951,Boomers,North America
24058,Suriname,1987,male,35-54 years,12,33400,35.93,"979,850,000",2951,Silent,North America
24059,Suriname,1987,male,55-74 years,5,15788,31.67,"979,850,000",2951,G.I. Generation,North America
24060,Suriname,1987,female,75+ years,1,3776,26.48,"979,850,000",2951,G.I. Generation,North America
24061,Suriname,1987,female,15-24 years,8,40204,19.9,"979,850,000",2951,Generation X,North America
24062,Suriname,1987,male,15-24 years,8,43517,18.38,"979,850,000",2951,Generation X,North America
24063,Suriname,1987,female,25-34 years,1,29656,3.37,"979,850,000",2951,Boomers,North America
24064,Suriname,1987,female,35-54 years,1,33647,2.97,"979,850,000",2951,Silent,North America
24065,Suriname,1987,female,5-14 years,1,39799,2.51,"979,850,000",2951,Generation X,North America
24066,Suriname,1987,female,55-74 years,0,16552,0.0,"979,850,000",2951,G.I. Generation,North America
24067,Suriname,1987,male,5-14 years,0,41778,0.0,"979,850,000",2951,Generation X,North America
24068,Suriname,1988,male,25-34 years,12,32853,36.53,"1,160,900,000",3418,Boomers,North America
24069,Suriname,1988,male,75+ years,1,2960,33.78,"1,160,900,000",3418,G.I. Generation,North America
24070,Suriname,1988,female,75+ years,1,3816,26.21,"1,160,900,000",3418,G.I. Generation,North America
24071,Suriname,1988,female,15-24 years,10,40327,24.8,"1,160,900,000",3418,Generation X,North America
24072,Suriname,1988,female,55-74 years,4,17297,23.13,"1,160,900,000",3418,G.I. Generation,North America
24073,Suriname,1988,male,15-24 years,9,43613,20.64,"1,160,900,000",3418,Generation X,North America
24074,Suriname,1988,male,35-54 years,7,34213,20.46,"1,160,900,000",3418,Silent,North America
24075,Suriname,1988,male,55-74 years,3,16330,18.37,"1,160,900,000",3418,G.I. Generation,North America
24076,Suriname,1988,female,35-54 years,2,34480,5.8,"1,160,900,000",3418,Silent,North America
24077,Suriname,1988,female,25-34 years,0,31329,0.0,"1,160,900,000",3418,Boomers,North America
24078,Suriname,1988,female,5-14 years,0,40174,0.0,"1,160,900,000",3418,Generation X,Asia
24079,Suriname,1988,male,5-14 years,0,42219,0.0,"1,160,900,000",3418,Generation X,Asia
24080,Suriname,1989,male,35-54 years,17,35135,48.38,"542,520,000",1560,Silent,Asia
24081,Suriname,1989,male,75+ years,1,2964,33.74,"542,520,000",1560,G.I. Generation,Asia
24082,Suriname,1989,male,25-34 years,11,34649,31.75,"542,520,000",1560,Boomers,Asia
24083,Suriname,1989,female,75+ years,1,3844,26.01,"542,520,000",1560,G.I. Generation,Asia
24084,Suriname,1989,male,15-24 years,11,43552,25.26,"542,520,000",1560,Generation X,Asia
24085,Suriname,1989,female,55-74 years,4,18079,22.13,"542,520,000",1560,G.I. Generation,Asia
24086,Suriname,1989,female,35-54 years,3,35415,8.47,"542,520,000",1560,Silent,Asia
24087,Suriname,1989,female,15-24 years,3,40352,7.43,"542,520,000",1560,Generation X,Asia
24088,Suriname,1989,male,55-74 years,1,16912,5.91,"542,520,000",1560,G.I. Generation,Asia
24089,Suriname,1989,female,25-34 years,1,32892,3.04,"542,520,000",1560,Boomers,Asia
24090,Suriname,1989,female,5-14 years,0,40886,0.0,"542,520,000",1560,Generation X,Asia
24091,Suriname,1989,male,5-14 years,0,43043,0.0,"542,520,000",1560,Generation X,Asia
24092,Suriname,1990,male,75+ years,3,2000,150.0,"388,300,000",1114,G.I. Generation,Asia
24093,Suriname,1990,male,25-34 years,8,34000,23.53,"388,300,000",1114,Boomers,Asia
24094,Suriname,1990,male,15-24 years,7,47000,14.89,"388,300,000",1114,Generation X,Asia
24095,Suriname,1990,male,35-54 years,2,28000,7.14,"388,300,000",1114,Silent,Asia
24096,Suriname,1990,male,55-74 years,1,16000,6.25,"388,300,000",1114,G.I. Generation,Asia
24097,Suriname,1990,female,25-34 years,2,35000,5.71,"388,300,000",1114,Boomers,Asia
24098,Suriname,1990,female,15-24 years,2,46000,4.35,"388,300,000",1114,Generation X,Asia
24099,Suriname,1990,male,5-14 years,1,45000,2.22,"388,300,000",1114,Generation X,Asia
24100,Suriname,1990,female,35-54 years,0,32000,0.0,"388,300,000",1114,Silent,Asia
24101,Suriname,1990,female,5-14 years,0,43500,0.0,"388,300,000",1114,Generation X,Asia
24102,Suriname,1990,female,55-74 years,0,17000,0.0,"388,300,000",1114,G.I. Generation,Asia
24103,Suriname,1990,female,75+ years,0,3200,0.0,"388,300,000",1114,G.I. Generation,Asia
24104,Suriname,1991,male,25-34 years,15,37620,39.87,"448,300,000",1235,Boomers,Asia
24105,Suriname,1991,male,35-54 years,13,37217,34.93,"448,300,000",1235,Boomers,Asia
24106,Suriname,1991,male,75+ years,1,2979,33.57,"448,300,000",1235,G.I. Generation,Asia
24107,Suriname,1991,female,75+ years,1,3932,25.43,"448,300,000",1235,G.I. Generation,Asia
24108,Suriname,1991,female,15-24 years,9,40020,22.49,"448,300,000",1235,Generation X,Asia
24109,Suriname,1991,female,55-74 years,4,19527,20.48,"448,300,000",1235,Silent,Asia
24110,Suriname,1991,female,25-34 years,5,35339,14.15,"448,300,000",1235,Boomers,Asia
24111,Suriname,1991,male,15-24 years,5,42924,11.65,"448,300,000",1235,Generation X,Asia
24112,Suriname,1991,male,55-74 years,1,18019,5.55,"448,300,000",1235,Silent,Asia
24113,Suriname,1991,female,5-14 years,2,42788,4.67,"448,300,000",1235,Millenials,Asia
24114,Suriname,1991,female,35-54 years,1,37467,2.67,"448,300,000",1235,Boomers,Asia
24115,Suriname,1991,male,5-14 years,0,45247,0.0,"448,300,000",1235,Millenials,Asia
24116,Suriname,1992,male,25-34 years,11,38778,28.37,"404,600,000",1093,Boomers,Asia
24117,Suriname,1992,male,55-74 years,5,18529,26.98,"404,600,000",1093,Silent,Asia
24118,Suriname,1992,male,35-54 years,10,38358,26.07,"404,600,000",1093,Boomers,Asia
24119,Suriname,1992,male,15-24 years,9,42389,21.23,"404,600,000",1093,Generation X,Asia
24120,Suriname,1992,female,15-24 years,6,39704,15.11,"404,600,000",1093,Generation X,Asia
24121,Suriname,1992,female,25-34 years,2,36206,5.52,"404,600,000",1093,Boomers,Asia
24122,Suriname,1992,female,35-54 years,2,38576,5.18,"404,600,000",1093,Boomers,Asia
24123,Suriname,1992,female,55-74 years,1,20189,4.95,"404,600,000",1093,Silent,Asia
24124,Suriname,1992,female,5-14 years,2,43929,4.55,"404,600,000",1093,Millenials,Asia
24125,Suriname,1992,female,75+ years,0,3987,0.0,"404,600,000",1093,G.I. Generation,Asia
24126,Suriname,1992,male,5-14 years,0,46555,0.0,"404,600,000",1093,Millenials,Asia
24127,Suriname,1992,male,75+ years,0,2994,0.0,"404,600,000",1093,G.I. Generation,Asia
24128,Suriname,1995,male,25-34 years,14,40792,34.32,"693,970,588",1782,Generation X,Asia
24129,Suriname,1995,male,75+ years,1,2953,33.86,"693,970,588",1782,G.I. Generation,Asia
24130,Suriname,1995,male,15-24 years,12,40901,29.34,"693,970,588",1782,Generation X,Asia
24131,Suriname,1995,male,35-54 years,10,42573,23.49,"693,970,588",1782,Boomers,Asia
24132,Suriname,1995,male,55-74 years,4,19931,20.07,"693,970,588",1782,Silent,Asia
24133,Suriname,1995,female,55-74 years,3,22077,13.59,"693,970,588",1782,Silent,Asia
24134,Suriname,1995,female,15-24 years,5,38880,12.86,"693,970,588",1782,Generation X,Asia
24135,Suriname,1995,female,25-34 years,4,37603,10.64,"693,970,588",1782,Generation X,Asia
24136,Suriname,1995,female,35-54 years,1,42582,2.35,"693,970,588",1782,Boomers,Asia
24137,Suriname,1995,male,5-14 years,1,49923,2.0,"693,970,588",1782,Millenials,Asia
24138,Suriname,1995,female,5-14 years,0,47069,0.0,"693,970,588",1782,Millenials,Asia
24139,Suriname,1995,female,75+ years,0,4130,0.0,"693,970,588",1782,G.I. Generation,Asia
24140,Suriname,1996,male,75+ years,1,3080,32.47,"860,630,923",2174,G.I. Generation,Asia
24141,Suriname,1996,male,25-34 years,6,41058,14.61,"860,630,923",2174,Generation X,Asia
24142,Suriname,1996,male,35-54 years,6,44241,13.56,"860,630,923",2174,Boomers,Asia
24143,Suriname,1996,male,15-24 years,3,40974,7.32,"860,630,923",2174,Generation X,Asia
24144,Suriname,1996,male,55-74 years,1,20314,4.92,"860,630,923",2174,Silent,Asia
24145,Suriname,1996,female,55-74 years,1,22310,4.48,"860,630,923",2174,Silent,Asia
24146,Suriname,1996,female,15-24 years,1,39181,2.55,"860,630,923",2174,Generation X,Asia
24147,Suriname,1996,female,35-54 years,1,44201,2.26,"860,630,923",2174,Boomers,Asia
24148,Suriname,1996,female,5-14 years,1,47703,2.1,"860,630,923",2174,Millenials,Asia
24149,Suriname,1996,female,25-34 years,0,38017,0.0,"860,630,923",2174,Generation X,Asia
24150,Suriname,1996,female,75+ years,0,4289,0.0,"860,630,923",2174,G.I. Generation,Asia
24151,Suriname,1996,male,5-14 years,0,50437,0.0,"860,630,923",2174,Millenials,Asia
24152,Suriname,1997,male,75+ years,1,3211,31.14,"929,607,500",2314,G.I. Generation,Asia
24153,Suriname,1997,male,55-74 years,4,20606,19.41,"929,607,500",2314,Silent,Asia
24154,Suriname,1997,male,15-24 years,5,41081,12.17,"929,607,500",2314,Generation X,Asia
24155,Suriname,1997,male,25-34 years,5,41122,12.16,"929,607,500",2314,Generation X,Asia
24156,Suriname,1997,male,35-54 years,5,46141,10.84,"929,607,500",2314,Boomers,Asia
24157,Suriname,1997,female,25-34 years,3,38337,7.83,"929,607,500",2314,Generation X,Asia
24158,Suriname,1997,female,35-54 years,3,46033,6.52,"929,607,500",2314,Boomers,Asia
24159,Suriname,1997,female,15-24 years,2,39505,5.06,"929,607,500",2314,Generation X,Asia
24160,Suriname,1997,female,55-74 years,1,22554,4.43,"929,607,500",2314,Silent,Asia
24161,Suriname,1997,female,5-14 years,2,48099,4.16,"929,607,500",2314,Millenials,Asia
24162,Suriname,1997,male,5-14 years,1,50699,1.97,"929,607,500",2314,Millenials,Asia
24163,Suriname,1997,female,75+ years,0,4426,0.0,"929,607,500",2314,G.I. Generation,Asia
24164,Suriname,1998,male,75+ years,1,3340,29.94,"945,000,000",2318,G.I. Generation,Asia
24165,Suriname,1998,male,25-34 years,7,41049,17.05,"945,000,000",2318,Generation X,Asia
24166,Suriname,1998,male,35-54 years,8,48239,16.58,"945,000,000",2318,Boomers,Asia
24167,Suriname,1998,male,55-74 years,3,20823,14.41,"945,000,000",2318,Silent,Asia
24168,Suriname,1998,female,25-34 years,4,38571,10.37,"945,000,000",2318,Generation X,Asia
24169,Suriname,1998,female,35-54 years,3,48040,6.24,"945,000,000",2318,Boomers,Asia
24170,Suriname,1998,male,15-24 years,2,41216,4.85,"945,000,000",2318,Generation X,Asia
24171,Suriname,1998,female,15-24 years,1,39847,2.51,"945,000,000",2318,Generation X,Asia
24172,Suriname,1998,female,5-14 years,0,48317,0.0,"945,000,000",2318,Millenials,Asia
24173,Suriname,1998,female,55-74 years,0,22817,0.0,"945,000,000",2318,Silent,Asia
24174,Suriname,1998,female,75+ years,0,4529,0.0,"945,000,000",2318,G.I. Generation,Asia
24175,Suriname,1998,male,5-14 years,0,50818,0.0,"945,000,000",2318,Millenials,Asia
24176,Suriname,1999,male,75+ years,3,3466,86.56,"885,444,186",2142,G.I. Generation,Asia
24177,Suriname,1999,male,55-74 years,9,21006,42.84,"885,444,186",2142,Silent,Asia
24178,Suriname,1999,male,25-34 years,9,40913,22.0,"885,444,186",2142,Generation X,Asia
24179,Suriname,1999,female,15-24 years,8,40243,19.88,"885,444,186",2142,Generation X,Asia
24180,Suriname,1999,male,35-54 years,8,50399,15.87,"885,444,186",2142,Boomers,Asia
24181,Suriname,1999,male,15-24 years,5,41424,12.07,"885,444,186",2142,Generation X,Asia
24182,Suriname,1999,female,35-54 years,4,50067,7.99,"885,444,186",2142,Boomers,Asia
24183,Suriname,1999,female,25-34 years,2,38746,5.16,"885,444,186",2142,Generation X,Asia
24184,Suriname,1999,female,55-74 years,1,23115,4.33,"885,444,186",2142,Silent,Asia
24185,Suriname,1999,female,5-14 years,0,48443,0.0,"885,444,186",2142,Millenials,Asia
24186,Suriname,1999,female,75+ years,0,4596,0.0,"885,444,186",2142,G.I. Generation,Asia
24187,Suriname,1999,male,5-14 years,0,50885,0.0,"885,444,186",2142,Millenials,Asia
24188,Suriname,2000,male,35-54 years,15,52484,28.58,"892,164,394",2129,Boomers,Asia
24189,Suriname,2000,male,25-34 years,11,40787,26.97,"892,164,394",2129,Generation X,Asia
24190,Suriname,2000,male,15-24 years,9,41743,21.56,"892,164,394",2129,Generation X,Asia
24191,Suriname,2000,female,25-34 years,6,38906,15.42,"892,164,394",2129,Generation X,Asia
24192,Suriname,2000,female,55-74 years,3,23464,12.79,"892,164,394",2129,Silent,Asia
24193,Suriname,2000,male,55-74 years,2,21208,9.43,"892,164,394",2129,Silent,Asia
24194,Suriname,2000,female,15-24 years,3,40714,7.37,"892,164,394",2129,Generation X,Asia
24195,Suriname,2000,female,35-54 years,2,51969,3.85,"892,164,394",2129,Boomers,Asia
24196,Suriname,2000,male,5-14 years,1,50922,1.96,"892,164,394",2129,Millenials,Asia
24197,Suriname,2000,female,5-14 years,0,48558,0.0,"892,164,394",2129,Millenials,Asia
24198,Suriname,2000,female,75+ years,0,4642,0.0,"892,164,394",2129,G.I. Generation,Asia
24199,Suriname,2000,male,75+ years,0,3604,0.0,"892,164,394",2129,G.I. Generation,Asia
24200,Suriname,2001,male,25-34 years,21,40500,51.85,"763,465,550",1798,Generation X,Asia
24201,Suriname,2001,male,55-74 years,10,21351,46.84,"763,465,550",1798,Silent,Asia
24202,Suriname,2001,male,35-54 years,16,54230,29.5,"763,465,550",1798,Boomers,Asia
24203,Suriname,2001,male,75+ years,1,3809,26.25,"763,465,550",1798,Silent,Asia
24204,Suriname,2001,female,55-74 years,5,23944,20.88,"763,465,550",1798,Silent,Asia
24205,Suriname,2001,male,15-24 years,6,42153,14.23,"763,465,550",1798,Millenials,Asia
24206,Suriname,2001,female,25-34 years,5,38844,12.87,"763,465,550",1798,Generation X,Asia
24207,Suriname,2001,female,35-54 years,5,53591,9.33,"763,465,550",1798,Boomers,Asia
24208,Suriname,2001,male,5-14 years,2,51208,3.91,"763,465,550",1798,Millenials,Asia
24209,Suriname,2001,female,15-24 years,1,41145,2.43,"763,465,550",1798,Millenials,Asia
24210,Suriname,2001,female,5-14 years,0,48886,0.0,"763,465,550",1798,Millenials,Asia
24211,Suriname,2001,female,75+ years,0,4854,0.0,"763,465,550",1798,Silent,Asia
24212,Suriname,2002,male,25-34 years,15,40239,37.28,"1,078,402,128",2507,Generation X,Asia
24213,Suriname,2002,male,55-74 years,6,21592,27.79,"1,078,402,128",2507,Silent,Asia
24214,Suriname,2002,male,35-54 years,15,55834,26.87,"1,078,402,128",2507,Boomers,Asia
24215,Suriname,2002,male,75+ years,1,3996,25.03,"1,078,402,128",2507,Silent,Asia
24216,Suriname,2002,male,15-24 years,10,42809,23.36,"1,078,402,128",2507,Millenials,Asia
24217,Suriname,2002,female,75+ years,1,5067,19.74,"1,078,402,128",2507,Silent,Asia
24218,Suriname,2002,female,55-74 years,4,24443,16.36,"1,078,402,128",2507,Silent,Asia
24219,Suriname,2002,female,25-34 years,5,38769,12.9,"1,078,402,128",2507,Generation X,Asia
24220,Suriname,2002,female,15-24 years,4,41713,9.59,"1,078,402,128",2507,Millenials,Asia
24221,Suriname,2002,female,35-54 years,4,54990,7.27,"1,078,402,128",2507,Boomers,Asia
24222,Suriname,2002,female,5-14 years,3,49195,6.1,"1,078,402,128",2507,Millenials,Asia
24223,Suriname,2002,male,5-14 years,1,51529,1.94,"1,078,402,128",2507,Millenials,Asia
24224,Suriname,2003,male,55-74 years,12,21925,54.73,"1,271,196,078",2916,Silent,Asia
24225,Suriname,2003,male,25-34 years,20,39999,50.0,"1,271,196,078",2916,Generation X,Asia
24226,Suriname,2003,male,75+ years,2,4153,48.16,"1,271,196,078",2916,Silent,Asia
24227,Suriname,2003,male,35-54 years,15,57340,26.16,"1,271,196,078",2916,Boomers,Asia
24228,Suriname,2003,male,15-24 years,7,43597,16.06,"1,271,196,078",2916,Millenials,Asia
24229,Suriname,2003,female,25-34 years,6,38701,15.5,"1,271,196,078",2916,Generation X,Asia
24230,Suriname,2003,female,35-54 years,7,56259,12.44,"1,271,196,078",2916,Boomers,Asia
24231,Suriname,2003,female,55-74 years,3,24989,12.01,"1,271,196,078",2916,Silent,Asia
24232,Suriname,2003,female,15-24 years,3,42340,7.09,"1,271,196,078",2916,Millenials,Asia
24233,Suriname,2003,male,5-14 years,2,51886,3.85,"1,271,196,078",2916,Millenials,Asia
24234,Suriname,2003,female,5-14 years,0,49482,0.0,"1,271,196,078",2916,Millenials,Asia
24235,Suriname,2003,female,75+ years,0,5275,0.0,"1,271,196,078",2916,Silent,Asia
24236,Suriname,2004,male,55-74 years,10,22321,44.8,"1,484,092,538",3360,Silent,Asia
24237,Suriname,2004,male,35-54 years,23,58839,39.09,"1,484,092,538",3360,Boomers,Asia
24238,Suriname,2004,male,75+ years,1,4276,23.39,"1,484,092,538",3360,Silent,Asia
24239,Suriname,2004,male,25-34 years,8,39773,20.11,"1,484,092,538",3360,Generation X,Asia
24240,Suriname,2004,female,75+ years,1,5466,18.29,"1,484,092,538",3360,Silent,Asia
24241,Suriname,2004,female,15-24 years,6,42934,13.97,"1,484,092,538",3360,Millenials,Asia
24242,Suriname,2004,male,15-24 years,6,44369,13.52,"1,484,092,538",3360,Millenials,Asia
24243,Suriname,2004,female,55-74 years,3,25602,11.72,"1,484,092,538",3360,Silent,Asia
24244,Suriname,2004,female,35-54 years,5,57544,8.69,"1,484,092,538",3360,Boomers,Asia
24245,Suriname,2004,female,5-14 years,2,49715,4.02,"1,484,092,538",3360,Millenials,Asia
24246,Suriname,2004,female,25-34 years,1,38640,2.59,"1,484,092,538",3360,Generation X,Asia
24247,Suriname,2004,male,5-14 years,1,52238,1.91,"1,484,092,538",3360,Millenials,Asia
24248,Suriname,2005,male,25-34 years,18,39566,45.49,"1,793,754,805",4009,Generation X,Asia
24249,Suriname,2005,male,55-74 years,8,22765,35.14,"1,793,754,805",4009,Silent,Asia
